T/D,PM2.5(㎍/㎥),PM4.0(㎍/㎥),PM10(㎍/㎥)
2023-01-02 13:00:00,11.524181818181818,11.524181818181818,11.84809090909091
2023-01-02 14:00:00,9.155541666666666,9.155541666666666,9.175277777777778
